roll;pitch;heading;rollRate;pitchRate;yawRate;groundSpeed;airSpeed;climbRate;altitudeRelative;altitudeAMSL;flightDistance;flightTime;distanceToHome;headingToNextWP;headingToHome;throttlePct;gps.lat;gps.lon
1.9;-9.5;359;-0.4;0.1;0.0;4.9;0.0;-0.0;14.9;862.2;164.4;00:00:50;166.3;--.--;189;71;-19.4664741;-49.1435334
1.9;-9.4;359;-0.0;0.2;0.0;5.0;0.0;0.0;14.9;862.2;170.7;00:00:51;171.1;--.--;189;71;-19.4664298;-49.1435258
2.0;-9.5;359;0.0;-0.0;0.0;5.0;0.0;0.0;14.9;862.2;174.8;00:00:52;176.0;--.--;189;71;-19.4663947;-49.1435197
1.9;-9.5;359;-0.2;0.2;-0.0;5.0;0.0;0.0;14.9;862.2;179.1;00:00:53;180.9;--.--;189;71;-19.4663418;-49.1435105
1.8;-9.6;359;0.0;0.2;-0.0;5.0;0.0;0.0;14.9;862.2;185.3;00:00:54;185.8;--.--;189;71;-19.4663063;-49.1435042
1.9;-9.5;359;0.5;0.0;-0.1;5.0;0.0;0.0;14.9;862.2;189.5;00:00:55;190.7;--.--;189;71;-19.4662530;-49.1434952
1.9;-9.6;359;-0.2;-0.0;-0.1;5.0;0.0;0.0;14.9;862.2;193.6;00:00:56;195.2;--.--;189;71;-19.4662530;-49.1434952
2.0;-9.6;0;0.3;0.2;-0.1;5.0;0.0;0.0;14.9;862.2;199.9;00:00:57;200.1;--.--;189;71;-19.4662177;-49.1434892
2.0;-9.6;0;-0.3;0.0;0.0;5.0;0.0;0.0;14.9;862.2;204.0;00:00:58;204.6;--.--;189;71;-19.4661735;-49.1434817
1.9;-9.6;0;0.0;0.2;-0.1;5.0;0.0;0.0;14.9;862.3;208.1;00:00:59;209.3;--.--;189;71;-19.4661202;-49.1434726
1.8;-9.6;0;-0.4;0.0;-0.0;5.0;0.0;0.0;14.9;862.3;214.2;00:01:00;214.3;--.--;189;71;-19.4660761;-49.1434649
1.8;-9.7;0;0.5;-0.0;-0.2;5.0;0.0;0.0;14.9;862.3;218.4;00:01:01;219.3;--.--;189;71;-19.4660315;-49.1434570
1.9;-9.6;0;-0.4;0.0;0.1;5.0;0.0;0.0;14.9;862.3;222.6;00:01:02;224.2;--.--;189;71;-19.4659872;-49.1434493
1.9;-9.6;359;-0.2;-0.3;-0.0;5.0;0.0;0.0;14.9;862.3;226.8;00:01:03;228.7;--.--;189;71;-19.4659519;-49.1434431
1.7;-9.6;359;-0.1;0.3;0.0;5.0;0.0;0.0;14.9;862.3;233.1;00:01:04;233.8;--.--;189;71;-19.4658986;-49.1434335
1.6;-9.6;0;0.6;-0.1;-0.1;5.0;0.0;-0.0;15.0;862.3;237.3;00:01:05;238.6;--.--;189;71;-19.4658634;-49.1434272
1.6;-9.6;0;-0.2;0.0;-0.1;5.0;0.0;0.0;15.0;862.3;241.5;00:01:06;243.5;--.--;189;71;-19.4658102;-49.1434176
1.1;-8.4;0;-1.6;11.0;0.1;5.0;0.0;-0.0;15.0;862.3;247.7;00:01:07;247.9;--.--;189;71;-19.4657753;-49.1434115
-0.4;5.1;0;-4.1;-7.8;-0.1;4.2;0.0;-0.0;15.0;862.3;251.9;00:01:08;252.5;--.--;189;71;-19.4657311;-49.1434036
-1.4;3.5;0;-0.8;-1.0;0.0;2.4;0.0;0.0;15.0;862.3;253.9;00:01:09;255.2;--.--;189;71;-19.4656846;-49.1433952
-1.9;16.9;359;-0.5;17.1;0.6;1.0;0.0;0.0;15.0;862.3;255.9;00:01:10;256.6;190;189;72;-19.4656663;-49.1433917
-2.2;15.1;0;-0.1;1.1;-0.2;1.5;0.0;-0.0;15.0;862.4;255.9;00:01:11;255.8;190;189;71;-19.4656540;-49.1433898
-3.2;18.4;359;-1.2;-11.1;-0.1;3.4;0.0;0.0;15.0;862.4;257.9;00:01:12;253.0;190;189;72;-19.4656663;-49.1433915
-1.1;7.6;0;-1.4;10.2;-0.8;4.2;0.0;-0.0;15.0;862.4;262.0;00:01:13;248.9;190;189;71;-19.4656954;-49.1433958
-1.8;10.0;359;0.1;0.8;-0.0;4.1;0.0;0.0;15.0;862.3;266.0;00:01:14;244.9;190;189;71;-19.4657251;-49.1434012
-1.4;4.1;0;0.9;-0.2;0.1;3.9;0.0;0.0;14.9;862.3;270.1;00:01:15;241.2;190;189;70;-19.4657686;-49.1434096
-0.3;1.3;0;0.6;-2.3;-0.0;3.1;0.0;0.1;14.9;862.3;272.2;00:01:16;237.8;190;189;70;-19.4657970;-49.1434148
0.3;1.6;0;-1.6;18.3;-0.1;2.3;0.0;0.1;14.9;862.3;276.3;00:01:17;235.5;190;189;70;-19.4658312;-49.1434215
9.9;1.7;0;24.5;-2.0;-0.1;2.0;0.0;0.1;14.9;862.3;278.3;00:01:18;233.5;126;189;71;-19.4658511;-49.1434249
15.9;3.6;0;24.9;22.1;-2.7;2.1;0.0;0.1;14.9;862.3;278.3;00:01:19;232.1;126;190;72;-19.4658683;-49.1434231
11.4;11.5;359;-14.1;-18.9;1.1;4.2;0.0;0.1;14.9;862.3;282.3;00:01:20;230.9;126;191;72;-19.4658781;-49.1434092
7.9;5.7;0;0.0;-0.3;0.0;4.5;0.0;0.0;14.9;862.3;286.4;00:01:21;229.3;126;192;71;-19.4659012;-49.1433678
8.3;6.2;0;0.4;0.3;-0.1;4.5;0.0;0.1;14.9;862.3;292.6;00:01:22;227.7;126;193;71;-19.4659185;-49.1433386
0.6;1.0;359;-1.8;-1.1;0.1;3.9;0.0;0.1;14.9;862.3;296.7;00:01:23;226.3;126;194;70;-19.4659403;-49.1433017
-1.0;0.0;359;-1.4;3.1;0.1;2.7;0.0;0.0;15.0;862.3;298.7;00:01:24;225.3;126;194;70;-19.4659628;-49.1432641
-0.0;6.0;0;-27.3;25.0;-0.2;2.0;0.0;0.0;15.0;862.3;300.7;00:01:25;224.7;191;195;70;-19.4659729;-49.1432466
-7.8;8.8;0;4.7;2.9;-0.3;1.8;0.0;0.0;15.0;862.4;302.8;00:01:26;223.4;191;195;70;-19.4659834;-49.1432302
-4.4;20.9;359;20.5;-12.1;0.5;3.6;0.0;0.0;15.0;862.4;306.8;00:01:27;220.6;191;195;73;-19.4660045;-49.1432292
-3.0;9.3;0;0.2;6.9;-0.0;4.5;0.0;-0.0;15.0;862.3;310.9;00:01:28;216.2;191;195;71;-19.4660304;-49.1432378
-2.7;10.6;359;0.4;0.6;-0.0;4.5;0.0;0.0;15.0;862.3;314.9;00:01:29;211.8;191;195;71;-19.4660703;-49.1432492
-2.7;10.8;359;-0.3;0.4;-0.0;4.6;0.0;0.0;15.0;862.3;318.9;00:01:30;207.5;191;195;71;-19.4661179;-49.1432629
-2.8;10.9;359;-0.1;0.1;0.0;4.7;0.0;0.0;14.9;862.3;323.0;00:01:31;203.0;191;195;71;-19.4661502;-49.1432719
-2.5;10.9;0;6.0;2.2;-0.4;4.7;0.0;0.1;14.9;862.3;329.2;00:01:32;198.2;196;195;71;-19.4661996;-49.1432856
-3.1;10.9;359;0.2;-0.2;0.0;4.8;0.0;0.1;14.9;862.3;333.3;00:01:33;193.4;196;195;71;-19.4662410;-49.1432979
-3.0;11.0;359;-0.3;0.1;0.0;4.8;0.0;0.0;15.0;862.3;337.3;00:01:34;188.7;196;195;71;-19.4662740;-49.1433077
-2.5;8.9;0;4.3;-20.2;-0.4;4.8;0.0;0.0;15.0;862.3;343.4;00:01:35;183.9;196;195;71;-19.4663162;-49.1433202
-0.1;0.6;0;1.3;-2.5;-0.1;3.6;0.0;0.0;15.0;862.3;347.6;00:01:36;179.6;196;195;70;-19.4663569;-49.1433322
-0.1;3.1;0;-14.5;24.9;-0.2;2.6;0.0;0.0;14.9;862.3;349.6;00:01:37;176.7;196;195;71;-19.4663881;-49.1433416
14.9;3.1;359;21.5;-3.3;0.2;2.2;0.0;0.1;15.0;862.3;351.6;00:01:38;174.5;139;195;72;-19.4664096;-49.1433477
14.0;13.7;1;-1.4;16.4;-4.5;2.6;0.0;0.1;15.0;862.3;353.6;00:01:39;172.9;139;196;72;-19.4664315;-49.1433410
5.7;6.8;359;-16.7;-15.0;3.3;4.7;0.0;-0.0;15.0;862.3;357.8;00:01:40;171.0;139;197;71;-19.4664488;-49.1433227
6.6;8.1;0;0.6;0.8;-0.1;4.6;0.0;-0.0;15.0;862.3;361.9;00:01:41;169.1;139;198;71;-19.4664488;-49.1433227
4.9;6.7;359;-17.5;-18.2;0.5;4.7;0.0;0.0;15.0;862.3;368.0;00:01:42;167.0;139;200;70;-19.4664844;-49.1432851
-0.2;1.2;0;0.1;-1.5;-0.0;3.6;0.0;0.0;15.0;862.3;372.1;00:01:43;165.3;139;201;70;-19.4665081;-49.1432602
-1.2;0.0;0;0.5;-0.3;-0.1;2.4;0.0;0.0;15.0;862.3;374.2;00:01:44;164.1;139;202;70;-19.4665414;-49.1432254
-8.1;7.4;0;-25.3;-2.1;0.2;2.1;0.0;0.0;15.0;862.3;376.2;00:01:45;163.2;199;203;71;-19.4665610;-49.1432050
-10.5;12.1;359;-4.8;28.2;2.5;2.2;0.0;0.0;15.0;862.4;378.2;00:01:46;161.5;199;203;72;-19.4665756;-49.1431903
-3.5;16.8;0;14.9;-16.9;-1.2;4.4;0.0;-0.1;15.0;862.4;382.3;00:01:47;158.2;199;203;72;-19.4665889;-49.1431868
-4.2;9.8;359;-0.5;0.5;-0.1;4.6;0.0;-0.0;15.1;862.4;386.4;00:01:48;153.6;199;203;71;-19.4666119;-49.1431973
-4.2;10.4;359;0.3;0.0;0.1;4.6;0.0;-0.0;15.0;862.4;390.4;00:01:49;149.1;199;203;71;-19.4666570;-49.1432181
-1.3;1.6;0;3.1;2.6;-0.3;4.5;0.0;-0.0;15.0;862.4;394.5;00:01:50;144.6;199;203;70;-19.4666874;-49.1432318
-3.8;9.2;359;-0.5;-6.4;0.3;3.3;0.0;0.0;15.0;862.3;398.6;00:01:51;141.0;199;203;71;-19.4667256;-49.1432490
11.7;9.1;359;22.9;0.2;0.0;3.4;0.0;0.0;15.0;862.3;402.7;00:01:52;137.6;174;203;71;-19.4667637;-49.1432662
0.6;18.7;0;0.1;-23.9;-0.2;4.2;0.0;0.1;15.0;862.3;406.8;00:01:53;134.3;174;204;72;-19.4667863;-49.1432757
1.6;10.8;359;-0.0;-0.3;0.2;4.8;0.0;-0.0;15.0;862.3;410.9;00:01:54;130.2;174;205;71;-19.4668258;-49.1432748
1.2;11.2;359;-0.3;0.2;-0.0;4.8;0.0;0.0;15.0;862.3;414.9;00:01:55;126.2;174;206;71;-19.4668686;-49.1432682
-0.1;1.8;359;-1.7;0.9;-0.0;4.5;0.0;-0.0;15.0;862.3;420.9;00:01:56;122.5;174;207;70;-19.4669023;-49.1432626
-0.6;6.9;359;6.1;24.3;0.1;3.2;0.0;0.0;15.0;862.3;423.0;00:01:57;119.6;174;208;70;-19.4669524;-49.1432540
-10.8;5.6;0;-25.3;-2.6;0.1;3.0;0.0;0.0;15.0;862.3;427.0;00:01:58;117.3;207;209;71;-19.4669841;-49.1432486
-14.4;17.8;358;13.6;19.4;5.4;3.5;0.0;0.0;15.0;862.4;429.1;00:01:59;114.4;207;209;73;-19.4670056;-49.1432456
-5.4;8.3;0;-1.5;4.3;-0.1;4.8;0.0;-0.0;15.0;862.4;435.2;00:02:00;109.9;207;209;71;-19.4670312;-49.1432524
-5.4;9.7;359;0.5;0.3;0.1;4.8;0.0;-0.0;15.0;862.4;439.4;00:02:01;105.1;207;209;71;-19.4670725;-49.1432782
-5.4;10.0;359;-0.2;0.4;-0.0;4.8;0.0;-0.0;15.0;862.4;443.5;00:02:02;100.8;207;209;71;-19.4671021;-49.1432961
-5.3;10.1;359;0.1;0.3;-0.1;4.8;0.0;-0.0;15.0;862.4;447.5;00:02:03;96.1;207;209;71;-19.4671464;-49.1433232
-5.3;10.2;359;-0.3;-0.1;0.1;4.9;0.0;-0.0;15.0;862.4;453.6;00:02:04;91.3;209;209;71;-19.4671766;-49.1433415
-5.3;10.1;0;0.1;-0.1;-0.2;4.9;0.0;-0.0;15.0;862.4;457.7;00:02:05;86.4;209;209;71;-19.4672142;-49.1433641
-5.4;10.0;0;-0.2;-0.2;-0.0;4.9;0.0;-0.0;15.0;862.4;461.9;00:02:06;81.6;209;209;71;-19.4672526;-49.1433871
-5.4;10.0;359;-0.0;-0.1;-0.0;4.9;0.0;-0.0;15.0;862.4;467.9;00:02:07;76.6;209;209;71;-19.4672989;-49.1434144
-0.0;1.0;0;2.1;0.4;-0.1;3.9;0.0;-0.0;15.0;862.4;472.0;00:02:08;72.1;209;209;70;-19.4673298;-49.1434329
-1.8;8.7;0;20.0;15.5;0.4;3.6;0.0;-0.0;15.0;862.4;476.1;00:02:09;68.4;185;209;71;-19.4673717;-49.1434582
2.6;19.3;0;-20.0;24.5;-1.5;3.5;0.0;-0.0;15.0;862.4;478.1;00:02:10;65.0;185;210;72;-19.4674002;-49.1434749
-0.2;10.2;359;0.1;5.7;-0.1;4.9;0.0;-0.1;15.0;862.4;484.3;00:02:11;61.0;185;212;71;-19.4674250;-49.1434815
-0.4;11.2;359;-0.1;0.3;0.1;4.8;0.0;-0.0;15.0;862.4;488.4;00:02:12;56.8;185;214;71;-19.4674754;-49.1434841
-0.4;6.2;0;0.5;-26.3;-0.3;4.9;0.0;-0.0;15.0;862.4;492.5;00:02:13;52.8;185;217;70;-19.4675192;-49.1434857
-0.0;-0.0;0;0.2;-2.1;0.1;3.7;0.0;-0.0;15.0;862.4;496.6;00:02:14;49.4;185;220;70;-19.4675627;-49.1434871
-2.4;4.7;359;-22.4;-11.4;-0.6;2.9;0.0;0.0;15.0;862.3;500.7;00:02:15;47.1;220;222;70;-19.4675910;-49.1434882
-12.6;5.1;359;-6.3;26.0;1.8;2.8;0.0;-0.0;15.0;862.4;502.7;00:02:16;44.6;220;223;72;-19.4676231;-49.1434895
-11.0;11.0;0;24.0;-23.4;-2.5;4.5;0.0;-0.0;15.0;862.4;506.7;00:02:17;40.8;220;224;72;-19.4676454;-49.1435018
-7.2;8.0;359;-0.2;0.8;-0.1;4.7;0.0;-0.0;15.0;862.4;512.8;00:02:18;36.1;220;224;71;-19.4676668;-49.1435231
-7.2;8.4;359;-0.0;0.2;0.0;4.8;0.0;-0.0;15.0;862.3;516.9;00:02:19;31.9;220;223;71;-19.4677044;-49.1435613
-7.1;8.6;359;0.2;0.3;0.1;4.8;0.0;-0.0;15.0;862.3;520.9;00:02:20;27.1;220;223;71;-19.4677290;-49.1435868
-7.4;8.3;359;-6.1;-4.9;-0.6;4.9;0.0;-0.0;15.0;862.4;525.0;00:02:21;22.2;224;223;71;-19.4677604;-49.1436188
-7.3;8.5;359;-0.3;-0.1;0.1;4.9;0.0;-0.0;15.0;862.4;531.2;00:02:22;17.4;224;223;71;-19.4677986;-49.1436573
-7.2;8.5;359;0.0;-0.1;0.1;4.9;0.0;-0.0;15.0;862.4;535.3;00:02:23;12.5;224;223;71;-19.4678240;-49.1436829
-0.2;1.3;0;0.6;0.6;-0.3;4.5;0.0;-0.0;15.0;862.4;539.3;00:02:24;8.3;224;223;70;-19.4678626;-49.1437218
0.9;-0.2;0;1.3;-0.9;0.1;3.1;0.0;-0.1;15.1;862.4;543.5;00:02:25;4.7;224;223;70;-19.4678853;-49.1437447
1.1;-0.8;0;-0.1;0.3;0.1;1.9;0.0;-0.1;15.1;862.4;545.5;00:02:26;2.5;224;222;70;-19.4679091;-49.1437682
1.1;-0.4;0;-0.5;0.4;-0.1;1.1;0.0;-0.1;15.1;862.4;547.5;00:02:27;1.1;224;221;70;-19.4679204;-49.1437797
0.7;-0.1;0;-0.5;0.6;-0.0;0.5;0.0;-0.1;15.1;862.4;547.5;00:02:28;0.4;224;--.--;70;-19.4679265;-49.1437859
0.3;0.3;0;-2.1;2.1;0.2;0.2;0.0;-0.1;15.1;862.5;547.5;00:02:29;0.1;224;--.--;68;-19.4679290;-49.1437886
0.7;0.2;0;-0.7;0.5;-0.0;0.1;0.0;-1.2;14.8;862.1;547.5;00:02:30;0.1;224;--.--;72;-19.4679307;-49.1437905
0.1;0.6;0;-0.3;0.2;0.2;0.0;0.0;-1.0;13.9;861.2;547.5;00:02:31;0.1;224;--.--;72;-19.4679315;-49.1437912
0.1;0.5;0;0.2;-0.0;-0.1;0.0;0.0;-1.0;13.0;860.4;547.5;00:02:32;0.2;224;--.--;72;-19.4679317;-49.1437915
0.1;0.5;0;-0.3;0.4;0.2;0.0;0.0;-1.0;12.2;859.6;547.5;00:02:33;0.2;224;--.--;71;-19.4679316;-49.1437915
0.0;0.6;0;-0.2;-0.0;-0.1;0.1;0.0;-1.0;11.4;858.7;547.5;00:02:34;0.1;224;--.--;72;-19.4679314;-49.1437913
0.1;0.6;0;0.6;0.4;-0.0;0.0;0.0;-1.0;10.5;857.9;547.5;00:02:35;0.1;224;--.--;71;-19.4679310;-49.1437910
0.0;0.7;0;-0.2;0.1;0.0;0.0;0.0;-1.0;9.7;857.0;547.5;00:02:36;0.1;224;--.--;72;-19.4679306;-49.1437908
-0.1;0.7;0;-0.0;0.1;-0.1;0.0;0.0;-1.0;8.8;856.2;547.5;00:02:37;0.1;224;--.--;72;-19.4679303;-49.1437904
-0.0;0.7;0;-0.1;-0.3;0.1;0.0;0.0;-1.0;7.9;855.3;547.5;00:02:38;0.1;224;--.--;72;-19.4679303;-49.1437901
0.1;0.7;0;0.6;0.6;-0.1;0.0;0.0;-1.0;7.0;854.4;547.5;00:02:39;0.1;224;--.--;72;-19.4679303;-49.1437900
-0.0;0.7;0;0.2;0.1;0.1;0.0;0.0;-1.0;6.1;853.4;547.5;00:02:40;0.1;224;--.--;72;-19.4679305;-49.1437898
-0.0;0.6;0;0.1;-0.4;-0.1;0.0;0.0;-1.0;5.1;852.5;547.5;00:02:41;0.1;224;--.--;72;-19.4679308;-49.1437897
-0.0;0.5;0;0.2;0.5;0.1;0.0;0.0;-1.0;4.2;851.5;547.5;00:02:42;0.1;224;--.--;72;-19.4679311;-49.1437896
-0.0;0.5;0;-0.2;0.3;-0.2;0.1;0.0;-0.8;3.2;850.5;547.5;00:02:43;0.0;224;--.--;73;-19.4679312;-49.1437896
0.1;0.6;0;-0.0;0.4;0.0;0.1;0.0;-0.7;2.4;849.8;547.5;00:02:44;0.1;224;--.--;72;-19.4679311;-49.1437896
-0.0;0.6;0;0.1;-0.1;-0.2;0.0;0.0;-0.7;1.7;849.0;547.5;00:02:45;0.1;224;--.--;71;-19.4679309;-49.1437895
-0.0;0.6;0;0.1;-0.5;0.2;0.0;0.0;-0.7;1.0;848.3;547.5;00:02:46;0.1;224;--.--;72;-19.4679308;-49.1437894
-0.0;0.6;0;-0.0;0.1;0.1;0.0;0.0;-0.7;0.3;847.6;547.5;00:02:47;0.1;224;--.--;71;-19.4679306;-49.1437893
-0.1;0.2;0;0.2;1.7;-0.1;0.0;0.0;-0.9;-0.5;846.8;547.5;00:02:48;0.1;224;--.--;75;-19.4679305;-49.1437892
0.1;0.8;0;0.3;0.2;-0.1;0.0;0.0;-1.0;-0.8;846.6;547.5;00:02:49;0.1;224;--.--;69;-19.4679301;-49.1437894
0.2;0.9;0;-0.5;0.0;-0.0;0.0;0.0;-1.0;-1.1;846.3;547.5;00:02:50;0.2;224;--.--;70;-19.4679297;-49.1437898
0.3;0.7;0;-0.1;-0.0;0.0;0.0;0.0;-0.6;-1.1;846.3;547.5;00:02:51;0.2;224;--.--;58;-19.4679297;-49.1437898
0.2;0.7;0;-0.0;-0.1;0.1;0.0;0.0;-0.5;-1.3;846.0;547.5;00:02:52;0.2;224;--.--;47;-19.4679297;-49.1437899
0.2;0.7;0;0.1;-0.0;-0.0;0.0;0.0;-0.3;-1.3;846.0;547.5;00:02:53;0.2;224;--.--;34;-19.4679297;-49.1437899
0.2;0.6;0;0.0;-0.0;0.0;0.0;0.0;-0.2;-1.2;846.1;547.5;00:02:54;0.2;224;--.--;12;-19.4679297;-49.1437900
0.2;0.6;0;0.1;0.1;0.0;0.0;0.0;-0.1;-0.9;846.4;547.5;00:02:55;0.2;224;--.--;0;-19.4679297;-49.1437900
0.2;0.6;0;0.1;-0.0;-0.0;0.0;0.0;0.0;-0.9;846.4;547.5;00:02:56;0.2;224;--.--;0;-19.4679297;-49.1437900
0.2;0.6;0;-0.1;-0.0;-0.2;0.0;0.0;0.1;-0.8;846.6;547.5;00:02:56;0.2;9;--.--;0;-19.4679297;-49.1437900
0.2;0.6;359;0.1;-0.1;-0.1;0.0;0.0;0.1;-0.6;846.8;547.5;00:02:56;0.2;9;--.--;0;-19.4679297;-49.1437900
-6.6;8.0;0;16.3;-22.3;-1.4;1.2;0.0;-0.1;15.1;862.3;4150.4;00:20:59;162.1;199;203;70;-19.4665814;-49.1431927
-21.7;6.6;317;-3.6;-3.8;-46.1;2.9;0.0;-0.0;15.1;862.4;4152.4;00:21:00;160.1;199;203;73;-19.4665949;-49.1431955
-4.4;-4.8;273;19.0;15.7;-45.1;4.5;0.0;-0.1;15.1;862.3;4156.4;00:21:01;156.2;199;203;71;-19.4666236;-49.1432120
0.3;-0.2;228;-1.0;0.8;-44.9;3.4;0.0;-0.0;15.0;862.3;4160.5;00:21:02;152.3;199;202;70;-19.4666552;-49.1432350
-0.6;0.2;214;3.9;-1.4;5.0;2.3;0.0;-0.0;15.1;862.3;4162.6;00:21:03;149.7;199;202;70;-19.4666736;-49.1432496
-1.1;0.5;219;-23.9;0.2;43.3;1.6;0.0;0.0;15.1;862.3;4164.6;00:21:04;147.8;199;202;69;-19.4666929;-49.1432642
-21.4;-2.3;271;-8.5;5.8;44.1;2.6;0.0;0.0;15.1;862.3;4166.6;00:21:05;146.1;199;202;73;-19.4667030;-49.1432692
-11.8;8.7;311;14.1;-11.9;45.3;4.4;0.0;-0.1;15.1;862.3;4170.7;00:21:06;142.8;199;202;72;-19.4667030;-49.1432692
-2.0;9.9;354;0.3;-3.9;44.7;4.5;0.0;-0.0;15.0;862.3;4174.8;00:21:07;138.5;172;203;71;-19.4667287;-49.1432723
7.3;10.5;0;-23.9;-2.1;-2.3;4.6;0.0;-0.0;15.0;862.3;4178.9;00:21:08;134.4;172;204;71;-19.4667777;-49.1432776
1.1;10.1;0;0.2;0.4;-0.0;4.7;0.0;-0.0;15.0;862.3;4183.0;00:21:09;130.8;172;205;71;-19.4668187;-49.1432786
1.5;10.1;0;-0.0;0.4;-0.1;4.7;0.0;-0.0;15.0;862.3;4189.1;00:21:10;127.1;172;206;71;-19.4668599;-49.1432706
0.8;1.9;359;-1.7;-16.5;0.2;4.6;0.0;-0.0;15.0;862.3;4193.3;00:21:11;123.3;172;207;70;-19.4668928;-49.1432649
-0.1;-0.1;0;-0.6;5.4;0.1;3.3;0.0;0.0;15.0;862.3;4197.4;00:21:12;120.2;172;208;70;-19.4669427;-49.1432563
-4.7;-0.3;346;-21.5;-28.8;-56.8;2.9;0.0;0.0;15.0;862.3;4199.4;00:21:13;117.9;172;209;70;-19.4669765;-49.1432503
-4.6;-14.3;332;18.7;5.1;5.3;2.0;0.0;0.0;15.0;862.3;4201.5;00:21:14;115.9;172;209;70;-19.4670032;-49.1432458
7.1;-9.0;331;-31.2;7.3;-26.4;1.7;0.0;-0.0;15.0;862.3;4203.5;00:21:15;115.1;172;208;71;-19.4670208;-49.1432526
0.4;6.7;328;4.4;18.8;62.1;1.8;0.0;-0.0;15.0;862.3;4205.5;00:21:16;115.7;172;208;69;-19.4670186;-49.1432683
15.0;3.1;3;2.9;4.5;-10.4;0.7;0.0;0.0;15.0;862.3;4205.5;00:21:17;116.2;172;207;71;-19.4670061;-49.1432796
0.2;-3.4;359;-20.5;-11.5;0.7;1.8;0.0;-0.0;15.0;862.3;4205.5;00:21:18;116.7;172;208;71;-19.4670018;-49.1432802
-11.5;11.5;359;-22.1;24.5;2.8;0.9;0.0;0.0;15.0;862.2;4207.5;00:21:19;117.3;205;209;73;-19.4670038;-49.1432620
-8.7;13.8;359;-5.6;30.5;1.4;2.1;0.0;0.0;15.0;862.3;4207.5;00:21:20;116.2;205;209;72;-19.4670046;-49.1432520
-10.5;13.6;0;8.0;-18.8;-2.3;4.5;0.0;-0.0;15.0;862.3;4211.6;00:21:21;112.7;205;209;71;-19.4670214;-49.1432562
-4.7;8.2;359;-0.1;0.5;0.1;4.5;0.0;-0.0;15.0;862.3;4215.6;00:21:22;108.2;205;209;71;-19.4670470;-49.1432687
-4.9;8.9;359;-0.2;0.3;-0.1;4.5;0.0;-0.0;15.0;862.3;4219.7;00:21:23;103.7;205;209;71;-19.4670913;-49.1432934
-4.8;9.1;359;-0.1;0.2;-0.2;4.6;0.0;-0.0;15.0;862.3;4223.8;00:21:24;99.3;205;209;71;-19.4671204;-49.1433102
-4.7;9.3;359;-0.2;0.0;0.1;4.7;0.0;-0.0;15.0;862.3;4230.0;00:21:25;94.7;205;209;71;-19.4671644;-49.1433357
-4.6;9.4;359;-2.4;-1.5;-0.2;4.7;0.0;-0.0;15.0;862.3;4234.2;00:21:26;90.1;209;209;71;-19.4672017;-49.1433572
-5.0;9.2;359;-0.1;-0.1;0.0;4.8;0.0;-0.0;15.0;862.3;4238.2;00:21:27;85.2;209;209;71;-19.4672316;-49.1433751
-4.8;9.4;359;0.5;0.3;0.3;4.8;0.0;-0.0;15.0;862.3;4244.3;00:21:28;80.4;209;209;71;-19.4672695;-49.1433977
-3.9;7.7;0;8.8;-17.9;-0.4;4.9;0.0;-0.0;15.0;862.3;4248.4;00:21:29;75.7;209;209;70;-19.4673150;-49.1434250
0.3;2.5;0;-5.0;21.4;0.1;3.8;0.0;-0.0;15.0;862.3;4252.4;00:21:30;71.4;209;209;70;-19.4673528;-49.1434475
1.7;9.4;0;28.2;4.0;-0.1;3.6;0.0;-0.0;15.0;862.3;4256.5;00:21:31;67.6;185;209;71;-19.4673774;-49.1434622
0.8;21.6;0;-19.0;15.8;-1.5;3.9;0.0;0.0;15.0;862.3;4260.6;00:21:32;64.2;185;210;73;-19.4674126;-49.1434804
0.1;10.2;359;-0.7;2.7;-0.1;4.8;0.0;-0.0;15.0;862.3;4264.7;00:21:33;60.0;185;212;71;-19.4674489;-49.1434835
0.0;10.5;359;-0.4;0.1;-0.0;4.8;0.0;0.0;15.0;862.3;4268.7;00:21:34;56.2;185;215;71;-19.4674924;-49.1434854
0.1;1.9;359;0.6;-18.0;-0.0;4.7;0.0;-0.0;15.0;862.3;4274.7;00:21:35;52.2;185;217;70;-19.4675266;-49.1434866
0.4;-0.8;0;-0.1;-2.3;0.1;3.3;0.0;0.0;15.0;862.2;4278.8;00:21:36;49.0;185;220;70;-19.4675763;-49.1434882
-2.9;3.8;359;-25.4;-10.0;-0.6;2.9;0.0;0.0;15.0;862.2;4280.8;00:21:37;46.9;220;222;71;-19.4676057;-49.1434891
-13.0;6.4;359;-6.4;27.0;2.9;2.9;0.0;0.0;15.0;862.3;4282.8;00:21:38;44.3;220;224;72;-19.4676259;-49.1434902
-11.8;12.4;0;20.8;-21.7;-1.5;4.5;0.0;0.0;15.0;862.3;4286.9;00:21:39;41.0;220;224;72;-19.4676523;-49.1435093
-7.0;7.1;359;-0.6;-0.4;0.3;4.7;0.0;0.0;15.0;862.2;4291.0;00:21:40;36.3;220;224;71;-19.4676831;-49.1435398
-7.0;7.6;359;0.0;-0.1;0.1;4.8;0.0;0.0;15.0;862.2;4297.0;00:21:41;31.5;220;224;71;-19.4677077;-49.1435647
-7.0;7.7;359;0.2;-0.0;-0.0;4.8;0.0;0.0;15.0;862.3;4301.1;00:21:42;26.6;220;224;71;-19.4677449;-49.1436027
-7.3;7.4;359;0.8;0.3;-0.0;4.9;0.0;0.0;15.0;862.3;4305.1;00:21:43;22.0;224;224;71;-19.4677702;-49.1436282
